image_name,dir_name,speech,score,have_sub,left_top_x,left_top_y,right_top_x,right_top_y,left_bottom_x,left_bottom_y,right_bottom_x,right_bottom_y
frame_000000.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000012.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000024.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000036.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000048.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000060.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000072.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000084.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000096.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000108.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000120.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000132.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000144.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000156.jpg,assets\frames\9,二年,0.6589494943618774,True,676.0,14.0,728.0,3.0,682.0,44.0,734.0,36.0
frame_000168.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000180.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000192.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000204.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000216.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000228.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000240.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000252.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000264.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000276.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000288.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000300.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000312.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000324.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000336.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000348.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000360.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000372.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000384.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000396.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000408.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000420.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000432.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000444.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000456.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000468.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000480.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000492.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000504.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000516.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000528.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000540.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000552.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000564.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000576.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000588.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000600.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000612.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000624.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000636.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000648.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000660.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000672.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000684.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000696.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000708.jpg,assets\frames\9,這狸就是新家了,0.8756762742996216,True,512.0,7.0,767.0,11.0,512.0,41.0,766.0,44.0
frame_000720.jpg,assets\frames\9,官理京是新家高,0.6923585534095764,True,515.0,10.0,761.0,10.0,515.0,39.0,761.0,39.0
frame_000732.jpg,assets\frames\9,媽媽乾,0.9130234122276306,True,509.0,8.0,616.0,8.0,509.0,42.0,616.0,42.0
frame_000744.jpg,assets\frames\9,媽媽翰,0.9351075291633606,True,509.0,8.0,632.0,8.0,509.0,42.0,632.0,42.0
frame_000756.jpg,assets\frames\9,媽媽翰得不錯吧,0.9399212002754211,True,509.0,8.0,776.0,8.0,509.0,42.0,776.0,42.0
frame_000768.jpg,assets\frames\9,媽媽翰得不錯巴,0.8386226296424866,True,508.0,9.0,777.0,6.0,508.0,44.0,777.0,41.0
frame_000780.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000792.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000804.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000816.jpg,assets\frames\9,來,0.8631383776664734,True,623.0,8.0,655.0,8.0,623.0,38.0,655.0,38.0
frame_000828.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000840.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000852.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000864.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000876.jpg,assets\frames\9,這邊這邊,0.932334303855896,True,564.0,8.0,712.0,8.0,564.0,42.0,712.0,42.0
frame_000888.jpg,assets\frames\9,這邊這邊,0.970014750957489,True,564.0,8.0,712.0,8.0,564.0,42.0,712.0,42.0
frame_000900.jpg,assets\frames\9,這邊這邊,0.970014750957489,True,564.0,8.0,712.0,8.0,564.0,42.0,712.0,42.0
frame_000912.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000924.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000936.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000948.jpg,assets\frames\9,這是你的房間,0.9904255867004395,True,532.0,7.0,756.0,4.0,532.0,44.0,756.0,43.0
frame_000960.jpg,assets\frames\9,這是如的房間,0.9673216342926025,True,527.0,7.0,753.0,4.0,527.0,44.0,753.0,43.0
frame_000972.jpg,assets\frames\9,這是你的房間,0.9666908383369446,True,532.0,7.0,754.0,3.0,533.0,44.0,755.0,42.0
frame_000984.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_000996.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001008.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001020.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001032.jpg,assets\frames\9,我的,0.9999998211860657,True,580.0,3.0,660.0,3.0,580.0,44.0,660.0,44.0
frame_001044.jpg,assets\frames\9,我的,0.9999998211860657,True,580.0,3.0,660.0,3.0,580.0,44.0,660.0,44.0
frame_001056.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001068.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001080.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001092.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001104.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001116.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001128.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001140.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001152.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001164.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001176.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001188.jpg,assets\frames\9,喜歡碼,0.8649179935455322,True,586.0,5.0,699.0,10.0,585.0,40.0,698.0,44.0
frame_001200.jpg,assets\frames\9,喜歡馬,0.8945667743682861,True,589.0,8.0,698.0,12.0,588.0,39.0,697.0,42.0
frame_001212.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001224.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001236.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001248.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001260.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001272.jpg,assets\frames\9,有想,0.8716261386871338,True,432.0,10.0,508.0,10.0,432.0,41.0,508.0,41.0
frame_001284.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
frame_001296.jpg,assets\frames\9,有想,0.9934450387954712,True,435.0,10.0,535.0,10.0,435.0,41.0,535.0,41.0
frame_001308.jpg,assets\frames\9,有想,0.9935359954833984,True,435.0,10.0,535.0,10.0,435.0,41.0,535.0,41.0
frame_001320.jpg,assets\frames\9,有想,0.9935359954833984,True,435.0,10.0,535.0,10.0,435.0,41.0,535.0,41.0
frame_001332.jpg,assets\frames\9,,0,False,0,0,0,0,0,0,0,0
