image_name,dir_name,speech,score,have_sub,left_top_x,left_top_y,right_top_x,right_top_y,left_bottom_x,left_bottom_y,right_bottom_x,right_bottom_y
frame_000000.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000012.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000024.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000036.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000048.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000060.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000072.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000084.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000096.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000108.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000120.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000132.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000144.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000156.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000168.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000180.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000192.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000204.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000216.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000228.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000240.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000252.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000264.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000276.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000288.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000300.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000312.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000324.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000336.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000348.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000360.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000372.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000384.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000396.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000408.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000420.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000432.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000444.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000456.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000468.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000480.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000492.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000504.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000516.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000528.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000540.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000552.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000564.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000576.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000588.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000600.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000612.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000624.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000636.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000648.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000660.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000672.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000684.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000696.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000708.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000720.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000732.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000744.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000756.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000768.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000780.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000792.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000804.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000816.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000828.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000840.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000852.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000864.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000876.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000888.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000900.jpg,assets\frames\11,謝謝大家,0.9966482520103455,True,567.0,10.0,715.0,10.0,567.0,44.0,715.0,44.0
frame_000912.jpg,assets\frames\11,謝謝大家,0.9940271377563477,True,567.0,10.0,715.0,10.0,567.0,44.0,715.0,44.0
frame_000924.jpg,assets\frames\11,謝謝大家,0.9940271377563477,True,567.0,10.0,715.0,10.0,567.0,44.0,715.0,44.0
frame_000936.jpg,assets\frames\11,好感動,0.8559703826904297,True,583.0,8.0,696.0,8.0,583.0,44.0,696.0,44.0
frame_000948.jpg,assets\frames\11,好感動,0.8527557849884033,True,583.0,8.0,696.0,8.0,583.0,44.0,696.0,44.0
frame_000960.jpg,assets\frames\11,好感動,0.8566830158233643,True,583.0,8.0,696.0,8.0,583.0,44.0,696.0,44.0
frame_000972.jpg,assets\frames\11,,0,False,0,0,0,0,0,0,0,0
frame_000984.jpg,assets\frames\11,真好啊,0.9354941248893738,True,585.0,8.0,696.0,8.0,585.0,44.0,696.0,44.0
